title,journal,year,cites,type,doi,pmid,pmcid,isOA,facets,key,Titin domain architecture (Ig/Fn3),Titin elasticity & PEVK spring,Z-disc / Z-band,M-band / M-line,Thick filament / myosin,Thin filament / actin-tropomyosin,Sarcomere lattice & mechanics,Cryo-EM / structural biology,Titin signaling / kinase / N2B-N2A,Cardiac disease / cardiomyopathy,Skeletal muscle disease / myopathy,Phosphorylation / PTM,Isoforms & splicing
Four New Muscle Myosin II Binding Properties of Titin: Implications for Myofibrillogenesis.,"Cytoskeleton (Hoboken, N.J.)",2025,0,,10.1002/cm.70063,41230616.0,,N,['titin_general'],10.1002/cm.70063,False,False,True,False,True,False,False,False,False,True,True,False,True
Novel Fibrosis Pattern in an Arrhythmogenic Cardiomyopathy Caused by a Titin-Truncating Variant.,Circulation. Cardiovascular imaging,2025,0,,10.1161/circimaging.125.018149,40336497.0,PMC12707315,N,['titin_general'],10.1161/circimaging.125.018149,False,False,False,False,False,False,False,False,False,True,True,False,False
Biallelic truncating TTN variants in M-band encoding exons cause a fetal lethal titinopathy.,Prenatal diagnosis,2024,0,,10.1002/pd.6491,38148006.0,,N,['mband'],10.1002/pd.6491,False,False,False,True,False,False,False,False,False,False,False,False,False
Molecular Duet at the Z-Disc: How α-Actinin-4 Fine Tunes Cardiac Contraction.,Circulation research,2026,0,,10.1161/circresaha.125.327876,41481689.0,,N,['zdisc'],10.1161/circresaha.125.327876,False,False,True,False,False,False,False,False,False,False,False,False,False
"Reply to: Myopathy in Myasthenia Positive for Antibodies Against MuSK, Lrp4, and Titin.","Internal medicine (Tokyo, Japan)",2021,0,,10.2169/internalmedicine.6377-20,33281166.0,PMC8170255,Y,['titin_general'],10.2169/internalmedicine.6377-20,False,False,False,False,False,False,False,False,False,False,True,False,False
Correction to: Expressing a Z-disk nebulin fragment innebulin-deficient mouse muscle: effects on muscle structure and function.,Skeletal muscle,2020,0,,10.1186/s13395-020-00223-8,32312330.0,PMC7168831,Y,['zdisc'],10.1186/s13395-020-00223-8,False,False,True,False,False,False,False,False,False,False,False,False,False
Successful rescue therapy with eculizumab for probable tislelizumab-related MMM overlap syndrome with dual positivity for anti-acetylcholine receptor and anti-titin antibodies: a case report and literature review.,Frontiers in immunology,2026,0,,10.3389/fimmu.2026.1873528,42358974.0,PMC13290910,Y,['titin_general'],10.3389/fimmu.2026.1873528,False,False,False,False,False,False,False,False,False,False,False,False,False
Location-Dependent Differences in Cardiac and Skeletal Muscle Dysfunction Associated With Truncating Titin (&lt;i&gt;ttn.2&lt;/i&gt;) Variants.,Circulation research,2026,0,,10.1161/circresaha.124.325999,41498146.0,PMC12854356,Y,['titin_general'],10.1161/circresaha.124.325999,False,False,True,True,False,False,False,False,True,False,False,False,False
"Correction: Winter et al. Z-Disk-Associated Plectin (Isoform 1d): Spatial Arrangement, Interaction Partners, and Role in Filamin C Homeostasis. &lt;i&gt;Cells&lt;/i&gt; 2023, &lt;i&gt;12&lt;/i&gt;, 1259.",Cells,2023,0,,10.3390/cells12232677,38067197.0,PMC10705187,Y,['zdisc'],10.3390/cells12232677,False,False,True,False,False,False,False,False,False,False,False,False,True
From brain freeze to heart freeze: A case of deglutition syncope-induced asystole/tachyarrhythmia in a patient with &lt;i&gt;titin&lt;/i&gt; cardiomyopathy.,HeartRhythm case reports,2026,0,,10.1016/j.hrcr.2026.01.009,42028081.0,PMC13100616,Y,['titin_general'],10.1016/j.hrcr.2026.01.009,False,False,False,False,False,False,False,False,False,True,True,False,False
Novel Mutations in Titin Exon 363 With Different Phenotypes Including a Founder Mutation in Eastern Europe.,European journal of neurology,2025,0,,10.1111/ene.70433,41246854.0,PMC12620988,Y,['titin_general'],10.1111/ene.70433,False,False,False,True,False,False,True,False,False,False,True,False,True
"Heteroaryl iminothioindoxyl (HA-ITI) photoswitches &lt;i&gt;via&lt;/i&gt; regioselective aza-Wittig synthesis: unifying red-shifted absorption, large &lt;i&gt;E&lt;/i&gt;/&lt;i&gt;Z&lt;/i&gt; band separation, and tunable thermal recovery.",Chemical science,2026,0,,10.1039/d5sc08074f,41451301.0,PMC12729054,Y,['zdisc'],10.1039/d5sc08074f,False,False,False,False,False,False,False,True,False,False,False,False,False
GSK3β-driven phosphorylation of ABLIM1 regulates its interactions with titin cardiac muscle.,The Journal of general physiology,2025,0,,10.1085/jgp.202413737,40856697.0,PMC13053039,N,['titin_general'],10.1085/jgp.202413737,False,False,False,False,True,False,False,False,False,True,False,True,False
"Clinical characteristics and peripheral immune profile analysis of thymoma-associated myasthenia gravis with anti-titin antibodies: a multicenter, retrospective study.",Journal of the Formosan Medical Association = Taiwan yi zhi,2026,0,,10.1016/j.jfma.2026.03.085,41904038.0,,N,['titin_general'],10.1016/j.jfma.2026.03.085,False,False,False,False,False,False,False,False,False,False,False,False,False
Metastasis-associated 1 localizes to the sarcomeric Z-disc and is implicated in skeletal muscle pathology.,"Cytoskeleton (Hoboken, N.J.)",2024,0,,10.1002/cm.21841,38391059.0,,N,['zdisc'],10.1002/cm.21841,False,False,True,False,False,False,True,False,False,False,True,False,False
Parvin is essential for indirect flight muscle (IFM) performance and Zasp52 localisation to the Z-disc in Drosophila melanogaster.,Cell and tissue research,2025,0,,10.1007/s00441-025-04007-8,40900220.0,,N,['zdisc'],10.1007/s00441-025-04007-8,False,False,True,False,False,True,False,False,False,False,False,False,False
Immune Checkpoint Inhibitor-Induced Concomitant Polyradiculoneuritis and Myocarditis With Positive Anti-Titin Antibodies: A Case Report and Literature Review.,Critical care explorations,2026,0,,10.1097/cce.0000000000001363,41467892.0,PMC12755473,Y,['titin_general'],10.1097/cce.0000000000001363,False,False,False,False,False,False,False,False,False,False,False,False,False
Alpha kinase 3 signaling is required at the sarcomeric M-band for cardiac function.,Nature cardiovascular research,2023,0,,10.1038/s44161-023-00221-1,39196060.0,,N,['mband'],10.1038/s44161-023-00221-1,False,False,False,True,False,False,False,False,False,False,False,False,False
Titin Is Present in the Elastic Tethers That Connect Separating Anaphase Chromosomes in Crane-Fly Spermatocytes.,"Cytoskeleton (Hoboken, N.J.)",2026,0,,10.1002/cm.70035,40923669.0,,N,['titin_general'],10.1002/cm.70035,False,False,False,False,False,False,False,False,False,False,False,False,False
A pathogenic titin missense mutation in hiPSC-derived cardiomyocytes predisposes to ventricular fibrillation in acute ST-segment elevation myocardial infarction.,Frontiers in cardiovascular medicine,2025,0,,10.3389/fcvm.2025.1691585,41552678.0,PMC12808434,Y,['titin_general'],10.3389/fcvm.2025.1691585,False,False,False,False,False,False,False,False,False,False,False,False,False
HDAC5 Inhibition as a Therapeutic Strategy for Titin Deficiency-Induced Cardiac Remodeling: Insights from Human iPSC Models.,"Medicines (Basel, Switzerland)",2025,0,,10.3390/medicines12040026,41283336.0,PMC12641632,Y,['titin_general'],10.3390/medicines12040026,False,False,False,False,False,False,False,False,False,True,True,False,False
"Elevated Urinary Titin in Adult Spinal Muscular Atrophy: A Multicenter, Cross-Sectional Observational Study.",Neurology international,2025,0,,10.3390/neurolint17080114,40863983.0,PMC12388725,Y,['titin_general'],10.3390/neurolint17080114,False,False,False,False,False,False,False,False,False,False,False,False,False
Numb family proteins play roles in Desmin and Vimentin localization at the Z-disc.,Journal of muscle research and cell motility,2025,0,,10.1007/s10974-024-09687-3,39674848.0,,N,['zdisc'],10.1007/s10974-024-09687-3,False,False,True,False,False,False,False,False,False,False,False,False,True
Dephosphorylation-induced structural reorganization of skeletal muscle titin molecules.,International journal of biological macromolecules,2025,0,,10.1016/j.ijbiomac.2025.147085,40854385.0,,N,['titin_general'],10.1016/j.ijbiomac.2025.147085,False,False,False,False,False,False,True,False,False,False,False,True,False
Changes in Resting Titin and Irisin Concentrations are Associated with Thigh Muscle Volume in National-level Sprinters: Observations After a 5-month Sprint-based Training Macrocycle.,Journal of strength and conditioning research,2026,0,,10.1519/jsc.0000000000005587,42335980.0,,N,['titin_general'],10.1519/jsc.0000000000005587,False,False,False,False,False,False,False,False,False,False,False,False,False
Monocyte Titin Gene Expression as a Biomarker of Left Ventricular Dysfunction in Acute Myocarditis.,Genes,2026,0,,10.3390/genes17030268,41898802.0,PMC13025095,Y,['titin_general'],10.3390/genes17030268,False,False,False,False,False,False,False,False,False,False,False,False,False
Familial Frequent Premature Ventricular Contractions and the Relevance of Titin Mutations.,Pacing and clinical electrophysiology : PACE,2026,0,,10.1111/pace.70106,41405006.0,,N,['titin_general'],10.1111/pace.70106,False,False,False,False,False,False,False,False,False,True,True,False,False
Reliability of the 'M-Line' in the Prediction of the Facial Nerve Position in Patients with Parotid Neoplasms.,Indian journal of otolaryngology and head and neck surgery : official publication of the Association of Otolaryngologists of India,2022,0,,10.1007/s12070-021-02680-z,36742789.0,PMC9895135,N,['mband'],10.1007/s12070-021-02680-z,False,False,False,True,False,False,False,False,False,False,False,False,False
Truncating Titin and Lamin A/C Variants in Anthracycline-Induced Cardiomyopathy.,JACC. Advances,2026,0,,10.1016/j.jacadv.2025.102431,41379058.0,,N,['titin_general'],10.1016/j.jacadv.2025.102431,False,False,False,False,False,False,False,False,False,True,True,False,False
"Titin Cardiomyopathy, Emerging Evidence: More Than A Big Heart.",Current cardiology reports,2025,0,,10.1007/s11886-025-02309-5,41329234.0,PMC12672817,Y,['titin_general'],10.1007/s11886-025-02309-5,False,False,False,False,False,False,False,False,False,True,True,False,False
Publisher Correction: Relevance of Titin Missense and Non-Frameshifting Insertions/Deletions Variants in Dilated Cardiomyopathy.,Scientific reports,2020,0,,10.1038/s41598-020-73763-0,33037269.0,PMC7547699,Y,['titin_general'],10.1038/s41598-020-73763-0,False,False,False,False,False,False,False,False,False,True,True,False,False
"[Titin: structure, isoforms and functional regulation].",Sheng li xue bao : [Acta physiologica Sinica],2023,0,,,37583042.0,,N,"['titin_general', 'titin_structure_domain']",pmid:37583042,False,False,False,False,False,False,False,False,True,False,False,False,True
Looking at the Right Side: Amenability of the Right Ventricle to Therapy in Patients With Titin-Related Dilated Cardiomyopathy.,The Canadian journal of cardiology,2021,0,,10.1016/j.cjca.2021.06.019,34217810.0,,N,['titin_general'],10.1016/j.cjca.2021.06.019,False,False,False,False,False,False,False,False,False,True,True,False,False
Correction to: Titin Circular RNAs Create a Back-Splice Motif Essential for SRSF10 Splicing.,Circulation,2021,0,,10.1161/cir.0000000000000980,33844578.0,PMC8032206,N,['titin_general'],10.1161/cir.0000000000000980,False,False,False,False,False,False,False,False,False,False,False,False,True
Myosin Modulator Aficamten Inhibits Force by Altering Myosin's Biochemical Activity Without Changing Thick Filament Structure.,JACC. Basic to translational science,2026,0,,10.1016/j.jacbts.2025.101449,41421020.0,PMC12794416,Y,['thick_filament'],10.1016/j.jacbts.2025.101449,False,False,False,False,True,False,False,False,False,False,False,False,False
Prediction of Sarcopenia Onset in Older Adults with Diabetes using Urinary Titin Levels: A Japanese Cohort Study,Innovation in aging,2025,0,,,,PMC12762588,Y,['titin_general'],PMC12762588,False,False,False,False,False,False,False,False,False,False,False,False,False
ATP directly modulates thick filament structure and function in porcine myocardium.,Biophysical journal,2025,0,,10.1016/j.bpj.2025.06.037,40583271.0,PMC12302705,Y,['thick_filament'],10.1016/j.bpj.2025.06.037,False,False,False,False,True,True,False,True,False,True,False,False,False
A titin truncating variant linked to atrial fibrillation increases atrial profibrotic signalling and cholinergic sensitivity.,Cardiovascular research,2026,0,,10.1093/cvr/cvag112,42198882.0,,N,"['titin_general', 'titin_structure_domain']",10.1093/cvr/cvag112,False,False,False,False,False,False,False,False,False,True,True,False,False
Variant Site-Specific Natural History of Titin-Induced Cardiomyopathy: An International Multicenter Registry.,Circulation. Genomic and precision medicine,2026,0,,10.1161/circgen.125.005422,42417033.0,,N,['titin_general'],10.1161/circgen.125.005422,False,False,False,True,False,False,False,False,False,True,True,False,False
Mending the Achilles heels of titin in cardiac and musculoskeletal disease.,Biophysical reviews,2026,0,,10.1007/s12551-026-01411-4,41909620.0,PMC13031707,Y,['titin_general'],10.1007/s12551-026-01411-4,False,False,True,True,False,False,False,False,False,False,False,False,False
Titin and the mystery of cardiomyopathy incidence.,European heart journal,2025,0,,10.1093/eurheartj/ehaf470,40910418.0,,N,['titin_general'],10.1093/eurheartj/ehaf470,False,False,False,False,False,False,False,False,False,True,True,False,False
Pregnancy-Associated Cardiomyopathy and Long-Term Cardiac Phenotype in Women With Truncating Titin Variants.,JACC. Advances,2026,0,,10.1016/j.jacadv.2026.102857,42347731.0,,N,['titin_general'],10.1016/j.jacadv.2026.102857,False,False,False,False,False,False,False,False,False,True,True,False,False
Titin immunoglobulin domain refolding produces mechanical work in situ.,American journal of physiology. Cell physiology,2026,0,,10.1152/ajpcell.00469.2025,41914915.0,,N,"['titin_general', 'titin_structure_domain']",10.1152/ajpcell.00469.2025,True,True,False,False,False,False,True,False,False,False,False,False,False
TITIN Regulates Body Size via the JH-JHE Pathway in Honeybees (&lt;i&gt;Apis mellifera&lt;/i&gt;).,International journal of molecular sciences,2026,0,,10.3390/ijms27104501,42196478.0,PMC13207407,Y,['titin_general'],10.3390/ijms27104501,False,False,False,False,False,False,False,False,False,False,False,False,False
